cpu_type	rank	name	nb_id	nb_url	codename	series	l2_cache_mb	l3_cache_mb	tdp_watt	tdp_turbo_watt	base_mhz	boost_mhz	cores	threads	process_nm	architecture	is_64bit	graphics_card	perf_rating	cinebench_r10_32bit_single	cinebench_r10_32bit_multi	cinebench_r15_cpu_single_64bit	cinebench_r15_cpu_multi_64bit	cinebench_r20_single	cinebench_r20	cinebench_r23_single_core	cinebench_r23_multi_core	cinebench_2024_cpu_single_core	cinebench_2024_cpu_multi_core	geekbench_4_4_64_bit_single_core_score	geekbench_4_4_64_bit_multi_core_score	geekbench_5_5_single_core	geekbench_5_5_multi_core	geekbench_6_7_single_core	geekbench_6_7_multi_core	3dmark06_cpu	x264_pass_1	x264_pass_2	x265	truecrypt_aes	truecrypt_twofish	truecrypt_serpent	blender	blender_v3_3_classroom_cpu	7_zip_single	7_zip	superpi_1m	superpi_32m	wprime_32	wprime_1024	webxprt_3	webxprt_4_overall	crossmark_overall	cinebench_2026_cpu_single_thread	cinebench_2026_cpu_multi	octane_v2_total_score	jetstream_2	jetstream_2_2_2_total	speedometer_2_0	sunspider_1_0_total_score	geekbench_2	geekbench_3_32_bit_single_core_score	geekbench_3_32_bit_multi_core_score	passmark_performancetest_mobile_v1_cpu_tests
laptop	1587	Intel Core i7-660UM	25717	https://www.notebookcheck.net/Intel-Core-i7-660UM-Notebook-Processor.25717.0.html	Arrandale	Core i7	0.5	4.0	18		1333	2400	2	4	32	x86	True																																															
laptop	1588	Intel Core 2 Duo T8300	32093	https://www.notebookcheck.net/Intel-Core-2-Duo-T8300-Notebook-Processor.32093.0.html	Penryn	Core 2 Duo	3.0		35		2400		2	2	45	x86	True		4.9	2626	4837															2143											20.98	1206																
smartphone	1589	Samsung Exynos 7580 Octa	160682	https://www.notebookcheck.net/Samsung-Exynos-7580-Octa-Benchmarks-and-Specs.160682.0.html	Cortex-A53	Exynos					1600		8	8	28	ARM	True	Mali-T720 MP2	47.229																																					3627				735		721	3607	
laptop	1590	AMD A4-4355M	81872	https://www.notebookcheck.net/AMD-A-Series-A4-4355M-Notebook-Processor.81872.0.html	Trinity	AMD A-Series	2.0		17		1900	2400	2		32	x86	True	Radeon HD 7400G	19.0	1690	2318															1239				0.46	0.09	0.05					22	2448	63.5	2128														
laptop	1591	Intel Celeron M U3400	31513	https://www.notebookcheck.net/Intel-Celeron-U3400-Notebook-Processor.31513.0.html	Arrandale	Celeron M	0.5	2.0	18		1060		2	2	32	x86	True		18.0	1205	2317															988											40.4		62.2	1983														
laptop	1592	Intel Core 2 Duo P8800	26535	https://www.notebookcheck.net/Intel-Core-2-Duo-P8800-Notebook-Processor.26535.0.html	Penryn	Core 2 Duo	3.0		25		2660		2	2	45	x86	True		9.0	2932	5370															2355											19.45	1048.5	31.35	993.5														
laptop	1593	AMD A10-5745M	92903	https://www.notebookcheck.net/AMD-A-Series-A10-5745M-Notebook-Processor.92903.0.html	Richland	AMD A-Series	4.0		25		2100	2900	4	4	32	x86	True	Radeon HD 8610G	8.95	2065	5480	63	176	135.6	336	74.4	830					388	1015			2745	62.1	12.7	1.13	1.1	0.23	0.13	3273		2322		34.41	2040	34.97	940	72.2		253			6638				243.3	4259	1476	3724	
smartphone	1594	Samsung Exynos 7578	160583	https://www.notebookcheck.net/Samsung-Exynos-7578-SoC.160583.0.html	Cortex-A53	Exynos					1500		4	4		ARM	True	Mali-T720 MP2	43.429																																					3566				1413		703	2201	
laptop	1595	Intel Core i7-640UM	25705	https://www.notebookcheck.net/Intel-Core-i7-640UM-Notebook-Processor.25705.0.html	Arrandale	Core i7	0.5	4.0	18		1200	2266	2	4	32	x86	True																																															
laptop	1596	Intel Core 2 Duo T7800	26540	https://www.notebookcheck.net/Intel-Core-2-Duo-T7800-Notebook-Processor.26540.0.html	Merom	Core 2 Duo	4.0		35		2600		2	2	65	x86	True		4.7	2663	5014															2258											19	1203																
laptop	1597	AMD Phenom II X2 X640 BE	54081	https://www.notebookcheck.net/AMD-Phenom-II-X2-X640-BE-Notebook-Processor.54081.0.html	Champlain	Phenom II X2	2.0		45		3200		2	2	45	x86	True		5.35	2839	5439															2684											24.66																	
laptop	1598	Intel Core 2 Duo P7570	32137	https://www.notebookcheck.net/Intel-Core-2-Duo-P7570-Notebook-Processor.32137.0.html	Penryn	Core 2 Duo	3.0		25		2260		2	2	45	x86	True		4.85	2470	4600															2050											22																	
smartphone	1599	Mediatek Helio P23 MT6763V	358251	https://www.notebookcheck.net/Mediatek-Helio-P23-MT6763V-SoC-Benchmarks-and-Specs.358251.0.html	Cortex-A53	Mediatek Helio 20					2000		8	8	16	ARM	True	Mali-G71 MP2	10.1											804	3691	150	875																		29		199			4274								100256
laptop	1600	Intel Core 2 Duo P8400	23804	https://www.notebookcheck.net/Intel-Core-2-Duo-P8400-Notebook-Processor.23804.0.html	Penryn	Core 2 Duo	3.0		25		2260		2	2	45	x86	True		6.95	2497	4630															2036											22.02	1212	34.2															
laptop	1601	AMD A10-5757M	92900	https://www.notebookcheck.net/AMD-A-Series-A10-5757M-Notebook-Processor.92900.0.html	Richland	AMD A-Series	4.0		35		2500	3500	4	4	32	x86	True	Radeon HD 8650G	8.2	2182	3774															2986	39.24	7.64		1.1	0.23	0.13					39	2237	28.7	901														
smartphone	1602	Intel Atom Z3775	115894	https://www.notebookcheck.net/Intel-Atom-Z3775-Tablet-SoC.115894.0.html	Bay Trail-T	Atom	2.0		4		1460	2390	4	4	22	x86	True	HD Graphics (Bay Trail)	96.214	1144	4014															2195	47	9.5		0.89	0.19	0.13					36.26	1723	25.47	800										350.6		907	2925	
laptop	1603	Intel Core 2 Duo L7100			Merom	Core 2 Duo	4.0		17		1200		2	2	65	x86	False																																															
smartphone	1604	Rockchip RK3288	148374	https://www.notebookcheck.net/Rockchip-RK3288-SoC-Benchmarks-and-Specs.148374.0.html							1800		4	4	28	ARM	False	Mali-T760 MP4	48.229																																					7107				745.5		778.5	2182.5	
laptop	1605	Intel Celeron J3355	448667	https://www.notebookcheck.net/Intel-Celeron-J3355-SoC-Benchmarks-and-Specs.448667.0.html	Apollo Lake	Celeron	2.0		10		2000	2500	2	2	14	x86	True	HD Graphics 500	11.4			47.6	90	106	200					1532	2742								0.7				5811		1825	3541																		
laptop	1606	Intel Core 2 Duo U7600	118186	https://www.notebookcheck.net/Intel-Core-2-Duo-U7600-Notebook-Processor.118186.0.html	Merom-2048	Core 2 Duo	2.0		10		1200		2	2	65	x86	True		13.85	1263	2289															1008											42.56		68.6															
smartphone	1607	Mediatek Helio A22 MT6761	420308	https://www.notebookcheck.net/Mediatek-Helio-A22-MT6761-SoC-Benchmarks-and-Specs.420308.0.html	Cortex-A53	Mediatek Helio 20					2000		4	4	16	ARM	True	PowerVR GE8300	7.9											832	2395	137	463.5	189	491																34	24	198			4538.5	15.4		14.71		2414			67423
laptop	1608	Intel Core 2 Extreme X7800	24835	https://www.notebookcheck.net/Intel-Core-2-Extreme-X7800-Notebook-Processor.24835.0.html	Merom XE	Core 2 Extreme	4.0		44		2600		2	2	65	x86	True		4.35																	2079											20																	
smartphone	1609	Samsung Exynos 5260 Hexa	115929	https://www.notebookcheck.net/Samsung-Exynos-5260-Hexa-SoC.115929.0.html	Cortex-A15	Exynos					1700		6	6	28	ARM	False		250.0																																					4316				999	2957	884	2156	15547
smartphone	1610	Qualcomm Snapdragon 617 MSM8952	156364	https://www.notebookcheck.net/Qualcomm-Snapdragon-617-MSM8952-SoC.156364.0.html	Cortex-A53	Snapdragon					1500		8	8	28	ARM	True	Adreno 405	44.429																																					3527				1228				
laptop	1611	Intel Pentium P6200	40596	https://www.notebookcheck.net/Intel-Pentium-P6200-Notebook-Processor.40596.0.html	Arrandale	Pentium	0.5	3.0	35		2133		2	2	32	x86	True		9.4	2394	4620															1949											20.58	1114	32.47	1031														
laptop	1612	Intel Celeron 2970M	115112	https://www.notebookcheck.net/Intel-Celeron-2970M-Notebook-Processor.115112.0.html	Haswell	Celeron	0.5	2.0	37		2200		2	2	22	x86	True	HD Graphics (Haswell)	9.6	3222	6248	85	164							2515	4235					2489	62.5	11.7		0.2	0.14	0.09	3401				17.5	846	33.5	1062														
laptop	1613	AMD E2-3800	105029	https://www.notebookcheck.net/AMD-A-Series-E2-3800-Notebook-Processor.105029.0.html	Kabini	AMD A-Series	2.0		15		1300		4	4	28	x86	True	Radeon HD 8280	12.6	2295	3575	28	103														35.8	7.5		0.79	0.14	0.09					47.84	2374	42.64	1402											2653	777	2441	
laptop	1614	AMD A6-8500P	156805	https://www.notebookcheck.net/AMD-A-Series-A6-8500P-Notebook-Processor.156805.0.html	Carrizo	Carrizo	1.0		15		1600	3000	2	2	28	x86	True	Radeon R5 (Carrizo)																																														
laptop	1615	AMD Pro A6-8500B	156811	https://www.notebookcheck.net/AMD-Pro-A6-8500B-Business-Notebook-Processor.156811.0.html	Carrizo	Carrizo	1.0		15		1600	3000	2	2	28	x86	True	Radeon R5 (Carrizo)																																														
desktop	1616	AMD A4-5300	91973	https://www.notebookcheck.net/AMD-A-Series-Desktop-AMD-A4-5300-Processor.91973.0.html	Trinity	A-Series (Desktop)	1.0		65		3400	3600	2	2	32	x86	True	Radeon HD 7480D	10.2	2734	4345	67	107													2284	50	9.62		0.82	0.17	0.09					27.5	1566	35.5	1126											4268			
laptop	1617	AMD A4-9120C	392026	https://www.notebookcheck.net/AMD-A4-9120C-Processors.392026.0.html	Stoney Ridge	Bristol Ridge	1.0		6		1600	2400	2	2	28	x86	True	Radeon R4 (Stoney Ridge)	5.7															418	533																													
laptop	1618	Intel Core 2 Duo T7400	34496	https://www.notebookcheck.net/Intel-Core-2-Duo-T7400-Notebook-Processor.34496.0.html	Merom	Core 2 Duo	4.0		34		2160		2	2	65	x86	True		6.0																	1861											24	1531																
laptop	1619	AMD Athlon II Neo K325	33886	https://www.notebookcheck.net/AMD-Athlon-II-Neo-K325-Notebook-Processor.33886.0.html	Geneva	Athlon II Neo	1.0		12		1300		2	2	45	x86	True		25.2	1111	2215															1036											56	3026	87.05	2784														
laptop	1620	AMD Turion II Ultra M620	24936	https://www.notebookcheck.net/AMD-Turion-II-Ultra-M620-Notebook-Processor.24936.0.html	Caspian	Turion II Ultra	2.0		35		2500		2	2	45	x86	True		9.0																												33.2		31.3	994														
laptop	1621	AMD A4-3330MX	67988	https://www.notebookcheck.net/AMD-A-Series-A4-3330MX-Notebook-Processor.67988.0.html	Llano	AMD A-Series	2.0		45		2200	2600	2	2	32	x86	True	Radeon HD 6480G																																														
smartphone	1622	Intel Atom x5-Z8500	146640	https://www.notebookcheck.net/Intel-Atom-x5-Z8500-SoC.146640.0.html	Cherry Trail	Atom x5	2.0				1440	2240	4	4	14	x86	True	HD Graphics (Cherry Trail)	50.529	1166	3563	35.5	106.5													1991	36.57	7.22		0.64	0.15	0.1					38.84	1856.5								8033				386.95		858.5	2454.5	
laptop	1623	Intel Core 2 Duo T6400	35100	https://www.notebookcheck.net/Intel-Core-2-Duo-T6400-Notebook-Processor.35100.0.html	Penryn	Core 2 Duo	2.0		35		2000		2	2	45	x86	True		11.3	2115	4005															1767.5											26.5	1531.5	39.42	1249														
laptop	1624	Intel Celeron M P4600	32691	https://www.notebookcheck.net/Intel-Celeron-M-P4600-Notebook-Processor.32691.0.html	Arrandale	Celeron M	0.5	2.0	35		2000		2	2	32	x86	True		9.8	1886	4213															1804											32	1787	34.29	1081														
smartphone	1625	Mediatek Helio P20 (LP4) MT6757	207986	https://www.notebookcheck.net/Mediatek-Helio-P20-MT6757-SoC-Benchmarks-and-Specs.207986.0.html	Cortex-A53	Mediatek Helio 20					2300		8	8	16	ARM	True	Mali-T880 MP2	17.25											845	3580																									4376.5								130988
laptop	1626	Intel Core 2 Duo T6570	34898	https://www.notebookcheck.net/Intel-Core-2-Duo-T6570-Notebook-Processor.34898.0.html	Penryn	Core 2 Duo	2.0		35		2100		2	2	45	x86	True		10.6	2274	4276															1820											25.06	1344	36.83	1170														
laptop	1627	AMD A8-4555M	81873	https://www.notebookcheck.net/AMD-A-Series-A8-4555M-Notebook-Processor.81873.0.html	Trinity	AMD A-Series	4.0		19		1600	2400	4	4	32	x86	True	Radeon HD 7600G	11.6	1555	3757															1876.5	20.9	4.21		0.81	0.17	0.09					41	2491	40.21	1282														
laptop	1628	Intel Core 2 Duo T5900	34487	https://www.notebookcheck.net/Intel-Core-2-Duo-T5900-Notebook-Processor.34487.0.html	Merom	Core 2 Duo	2.0		35		2200		2	2	65	x86	True		5.65	2123	3997															1864											26																	
laptop	1629	Intel Core 2 Duo T5850	35009	https://www.notebookcheck.net/Intel-Core-2-Duo-T5850-Notebook-Processor.35009.0.html	Merom	Core 2 Duo	2.0		34		2100		2	2	65	x86	True		6.3	2161	3997															1768											27	1518																
smartphone	1630	Mediatek MT6732	169845	https://www.notebookcheck.net/Mediatek-MT6732-SoC-Benchmarks-and-Specs.169845.0.html	Cortex-A53	Mediatek					1500		4	4	28	ARM	True	Mali-T760 MP2	48.529																																					3489				489.5		711	2078	
laptop	1631	Intel Core 2 Duo T6500	34899	https://www.notebookcheck.net/Intel-Core-2-Duo-T6500-Notebook-Processor.34899.0.html	Penryn	Core 2 Duo	2.0		35		2100		2	2	45	x86	True		10.7	2249	4262															1879											24.5	1341	37.05	1171.5														
laptop	1632	Intel Pentium Dual Core T4500	25727	https://www.notebookcheck.net/Intel-Pentium-Dual-Core-T4500-Notebook-Processor.25727.0.html	Penryn	Pentium Dual Core	1.0		35		2300		2	2	45	x86	True		10.3	2331	4337															1898											25.6	1502	35.7	1137														
laptop	1633	Intel Celeron 1019Y	90854	https://www.notebookcheck.net/Intel-Celeron-1019Y-Notebook-Processor.90854.0.html	Ivy Bridge	Celeron	0.5	2.0	10		1000		2	2	22	x86	True	HD Graphics (Ivy Bridge)																																														
laptop	1634	Intel Pentium P6100	37083	https://www.notebookcheck.net/Intel-Pentium-P6100-Notebook-Processor.37083.0.html	Arrandale	Pentium	0.5	3.0	35		2000		2	2	32	x86	True		9.7	2244.5	4355															1842.5											21	1168.5	33.6	1073														
smartphone	1635	Mediatek Helio G35	551054	https://www.notebookcheck.net/Mediatek-Helio-G35-Processor-Benchmarks-and-Specs.551054.0.html	Cortex-A53	Mediatek Helio G					2300		8	8	12	ARM	True	PowerVR GE8320	4.1											783	3585	170	881																		34		226			5369.5	17.96		13.3					1727
laptop	1636	Intel Core 2 Duo T8100	34888	https://www.notebookcheck.net/Intel-Core-2-Duo-T8100-Notebook-Processor.34888.0.html	Penryn	Core 2 Duo	3.0		35		2100		2	2	45	x86	True		7.55	2320	4282															1878											23.12	1347	37.5															
laptop	1637	Intel Pentium N4200	182736	https://www.notebookcheck.net/Intel-Pentium-N4200-Notebook-Processor.182736.0.html	Apollo Lake	Pentium	2.0		6		1100	2500	4	4	14	x86	True	HD Graphics 505	52.929	1653	5216.5	52	163							1571.5	4608.5	345	935			2636	60	12.02		1.4	0.24	0.17					31.38	1453	22.58	714						12856				232	3954	1395.5	4595	
smartphone	1638	Mediatek Helio X10 MT6795	207992	https://www.notebookcheck.net/Mediatek-Helio-X10-MT6795-SoC-Benchmarks-and-Specs.207992.0.html	Cortex-A53	Mediatek					2200		8	8	28	ARM	True	PowerVR G6200	4.6											789	2041																																	
smartphone	1639	Intel Atom x5-E8000	419268	https://www.notebookcheck.net/Intel-Atom-x5-E8000-SoC-Benchmarks-and-Specs.419268.0.html	Cherry Trail	Atom x5	2.0		5		1040	2000	4	4	14	x86	True	HD Graphics (Cherry Trail)	10.4	910	3219	27	94							957	2808					1704	36.73	7.57		0.55	0.13	0.09	7714		1286	4432	45.9	2249	34.57	1168														
smartphone	1640	Mediatek MT8165	148463	https://www.notebookcheck.net/Mediatek-MT8165-Tablet-SoC.148463.0.html	Cortex-A53	Mediatek					1500		4	4	28	ARM	True	Mali-T760 MP2	7.95																																					4116				1358		686	2031	59688
laptop	1641	AMD A4-3300M	55741	https://www.notebookcheck.net/AMD-A-Series-A4-3300M-Notebook-Processor.55741.0.html	Llano	AMD A-Series	2.0		35		1900	2500	2	2	32	x86	True	Radeon HD 6480G	8.15	1741.5	3417															1556											35.05		40.2															
smartphone	1642	MediaTek MT8169A	679945	https://www.notebookcheck.net/MediaTek-MT8169A-Processor-Benchmarks-and-Specs.679945.0.html	Cortex-A55	Mediatek MT8					2000		6	6	12	ARM	True	Mali-G52 MP2	4.571																																38.5	25				5843	23.54		15.76					
laptop	1643	Intel Celeron B820	79673	https://www.notebookcheck.net/Intel-Celeron-B820-Notebook-Processor.79673.0.html	Sandy Bridge	Celeron	0.5	2.0	35		1700		2	2	32	x86	True	HD Graphics (Sandy Bridge)																																														
laptop	1644	AMD E2-9010	182729	https://www.notebookcheck.net/AMD-Bristol-Ridge-E2-9010-Notebook-Processor.182729.0.html	Stoney Ridge	Bristol Ridge	1.0		15		2000	2200	2	2	28	x86	True	Radeon R2 (Stoney Ridge)	52.129	1871	3268	53	91							1610	2402						39.2	7.42		0.75	0.14	0.09					27.93	1296	37.14	1142						10419				234.5	3062	1415	2348	
laptop	1645	AMD E2-1800	73564	https://www.notebookcheck.net/AMD-E-Series-E2-1800-Notebook-Processor.73564.0.html	Zacate	E-Series	1.0		18		1700		2	2	40	x86	True		19.7	1110	2121															1082.5	18.34	3.26		0.1	0.07						46.6	2277	69.05	2152											1781			
smartphone	1646	Mediatek MT8766B	516060	https://www.notebookcheck.net/Mediatek-MT8766B-Processor-Benchmarks-and-Specs.516060.0.html	Cortex-A53	Mediatek MT8					2000		4	4	12	ARM	True	PowerVR GE8300	18.771											783	2217	133	455																		27					3920	15.01		12.6	1609	2227			
laptop	1647	Intel Core 2 Duo P7450	33914	https://www.notebookcheck.net/Intel-Core-2-Duo-P7450-Notebook-Processor.33914.0.html	Penryn	Core 2 Duo	3.0		25		2130		2	2	45	x86	True		11.2	2305.5	4373															1900											23.87	1337.5	38.57	1239														
laptop	1648	Intel Core 2 Duo SP9300	32140	https://www.notebookcheck.net/Intel-Core-2-Duo-SP9300-Notebook-Processor.32140.0.html	Penryn	Core 2 Duo	6.0		25		2260		2	2	45	x86	True		15.0	2517	4757															1974											21.02	1254	52.68	1641.5														
laptop	1649	Intel Core i7-2649M	49903	https://www.notebookcheck.net/Intel-Core-i7-2649M-Notebook-Processor.49903.0.html	Sandy Bridge	Core i7	0.5	4.0	25		2300	3200	2	4	32	x86	True	HD Graphics 3000																																														
laptop	1650	AMD Phenom II X2 X620 BE	32091	https://www.notebookcheck.net/AMD-Phenom-II-X2-X620-BE-Notebook-Processor.32091.0.html	Champlain	Phenom II X2	2.0		45		3100		2	2	45	x86	True																																															
smartphone	1651	Samsung Exynos W1000	897292	https://www.notebookcheck.net/Samsung-Exynos-W1000-Processor-Benchmarks-and-Specs.897292.0.html						3	1500		5	5	3	ARM	True	Mali-G68 MP2	35.943																																					12958			36.9	431.45				
laptop	1652	Intel Core i5-520UM	25719	https://www.notebookcheck.net/Intel-Core-i5-520UM-Notebook-Processor.25719.0.html	Arrandale	Core i5	0.5	3.0	18		1060	1866	2	4	32	x86	True		10.1	1942.5	3778															1492											25	1341	35.15	1110														
laptop	1653	AMD Athlon II P320	33925	https://www.notebookcheck.net/AMD-Athlon-II-P320-Notebook-Processor.33925.0.html	Champlain	Athlon II	1.0		25		2100		2	2	45	x86	True		10.5	1776	3499															1674											37	1998	36.45	1160.5														
laptop	1654	Intel Celeron B710	57669	https://www.notebookcheck.net/Intel-Celeron-B710-Notebook-Processor.57669.0.html	Sandy Bridge	Celeron	0.25	1.5	35		1600		1	1	32	x86	True	HD Graphics (Sandy Bridge)	25.6	2051																868	20.28	3.53		0.06							25.07	1259	88.4	2825														
laptop	1655	AMD A6-4400M	71726	https://www.notebookcheck.net/AMD-A-Series-A6-4400M-Notebook-Processor.71726.0.html	Trinity	AMD A-Series	1.0		35		2700	3200	2		32	x86	True	Radeon HD 7520G	13.7	2292	3407															1804	38.79	7.59		0.66	0.13	0.08					31.6	1806.5	46.82	1520.5														
laptop	1656	AMD Turion II M560	33936	https://www.notebookcheck.net/AMD-Turion-II-M560-Notebook-Processor.33936.0.html	Caspian	Turion II	1.0		35		2500		2	2	45	x86	True																																															
laptop	1657	Intel Core 2 Duo SP9600	25733	https://www.notebookcheck.net/Intel-Core-2-Duo-SP9600-Notebook-Processor.25733.0.html	Penryn	Core 2 Duo	6.0		25		2530		2	2	45	x86	True		15.5	2836	5309															2189											18	1117	44.4	1863														
smartphone	1658	Mediatek MT8768	494535	https://www.notebookcheck.net/Mediatek-MT8768-Processor-Benchmarks-and-Specs.494535.0.html	Cortex-A53	Mediatek MT8					1500	2000	8	8		ARM	True	PowerVR GE8320	8.15											789	3745	155	798.5	185	848																32	30	232			4215	17.03		15.32					
laptop	1659	AMD A4 Micro-6400T	115410	https://www.notebookcheck.net/AMD-A-Series-A4-Micro-6400T-SoC.115410.0.html	Mullins	AMD A-Series	2.0		4.5		1000	1600	4	4	28	x86	True	Radeon R3 (Mullins/Beema)	48.829	1251	3380	34	95													1664	33.5	6.9		0.72	0.13	0.08					40.53	2065	46.27	1457						5387				544.5	2676	882	2239	
laptop	1660	AMD Turion II N570	42720	https://www.notebookcheck.net/AMD-Turion-II-N570-Notebook-Processor.42720.0.html	Champlain	Turion II	2.0		35		2700		2	2	45	x86	True																																															
laptop	1661	Qualcomm Snapdragon W5+ Gen 1	734685	https://www.notebookcheck.net/Qualcomm-Snapdragon-W5-Plus-Gen-1-Processor-Benchmarks-and-Specs.734685.0.html	ARM Cortex-A53						1700		4	4	4	ARM	False		31.143																																					4014			12.56	981.9				
laptop	1662	Qualcomm Snapdragon W5 Gen 1	734686	https://www.notebookcheck.net/Qualcomm-Snapdragon-W5-Gen-1-Processor-Benchmarks-and-Specs.734686.0.html	ARM Cortex-A53						1700		4	4	4	ARM	False		31.143																																					4072			12.74	974.85				
laptop	1663	AMD E2-9000	257444	https://www.notebookcheck.net/AMD-E2-9000-SoC-Benchmarks-and-Specs.257444.0.html	Stoney Ridge	Bristol Ridge	1.0		10		1800	2200	2	2	28	x86	True	Radeon R2 (Stoney Ridge)	5229.0	1787	2897	47	84							1591	2461					1556	35.7	6.3		0.71	0.14	0.09					26.85	1304	36.23	1242						10575				258.9	2894	1430	2323	
laptop	1664	Intel Core 2 Duo T9400	26533	https://www.notebookcheck.net/Intel-Core-2-Duo-T9400-Notebook-Processor.26533.0.html	Penryn	Core 2 Duo	6.0		35		2530		2	2	45	x86	True		12.8	2818	5267.5															2304											18.11	1164	31	1641														
smartphone	1665	HiSilicon Kirin 658	213006	https://www.notebookcheck.net/HiSilicon-Kirin-658-SoC-Benchmarks-and-Specs.213006.0.html	Cortex-A53						2350		8	8	16	ARM	True	Mali-T830 MP2	314.0											913	3460																									4589								
laptop	1666	Intel Core 2 Duo P8700	27475	https://www.notebookcheck.net/Intel-Core-2-Duo-P8700-Notebook-Processor.27475.0.html	Penryn	Core 2 Duo	3.0		25		2530		2	2	45	x86	True		9.3	2805	5169															2253.5											20.48	1227	31.6	1038														
laptop	1667	Intel Pentium 987	77869	https://www.notebookcheck.net/Intel-Pentium-987-Notebook-Processor.77869.0.html	Sandy Bridge	Pentium	0.5	2.0	17		1500		2	2	32	x86	True	HD Graphics (Sandy Bridge)	14.0																	1487				0.1	0.08						26	1332	48	1548														
laptop	1668	Intel Celeron N2910	101602	https://www.notebookcheck.net/Intel-Celeron-N2910-Notebook-Processor.101602.0.html	Bay Trail-M	Celeron	2.0		7.5		1600		4	4	22	x86	True	HD Graphics (Bay Trail)	6.4	844	2907	27	97													1612											27	1566													2205			
laptop	1669	Qualcomm Snapdragon W5+ Gen 2				Snapdragon							4	4	4	ARM	True																																															
laptop	1670	Intel Core 2 Duo T9300	26538	https://www.notebookcheck.net/Intel-Core-2-Duo-T9300-Notebook-Processor.26538.0.html	Penryn	Core 2 Duo	6.0		35		2500		2	2	45	x86	True		6.45	2799	5189.5															2257.5											17.86	1173	31.6															
smartphone	1671	Mediatek Helio A25	457659	https://www.notebookcheck.net/Mediatek-Helio-A25-Processor-Benchmarks-and-Specs.457659.0.html	Cortex-A53	Mediatek Helio 20					1800		8	8	12	ARM	True	PowerVR GE8320	13.15													138.5	860																		23					3779.5	13.05		13.6					99375
smartphone	1672	Intel Atom Z3745D	115892	https://www.notebookcheck.net/Intel-Atom-Z3745D-Tablet-SoC.115892.0.html	Bay Trail-T	Atom	2.0		4		1330	1830	4	4	22	x86	True	HD Graphics (Bay Trail)	93.114	972	3389																38.09	7.26																						629				
laptop	1673	Intel Core i5-560UM	36997	https://www.notebookcheck.net/Intel-Core-i5-560UM-Notebook-Processor.36997.0.html	Arrandale	Core i5	0.5	3.0	18		1333	2130	2	4	32	x86	True		17.8																	1976											22	1209	61	1965														
laptop	1674	Intel Celeron M 585	35161	https://www.notebookcheck.net/Intel-Celeron-M-585-Notebook-Processor.35161.0.html	Merom	Celeron M	1.0		31		2160		1	1	65	x86	True		6.85	2062	2062																										31.4																	
smartphone	1675	Mediatek Helio A20 MT6761D	484942	https://www.notebookcheck.net/Mediatek-Helio-A20-MT6761D-Processor-Benchmarks-and-Specs.484942.0.html	Cortex-A53	Mediatek Helio 20					1800		4	4	12	ARM	True	PowerVR GE8300	8.15													143.5	477																		26.5					3938	14.28		12.8					61213
laptop	1676	Intel Core i3-380UM	36995	https://www.notebookcheck.net/Intel-Core-i3-380UM-Notebook-Processor.36995.0.html	Arrandale	Core i3	0.5	3.0	18		1333		2	4	32	x86	True		11.6	1502	3471															1463											32	1695	40.53	1264.5														
smartphone	1677	Qualcomm Snapdragon 600 APQ8064T	90004	https://www.notebookcheck.net/Qualcomm-Snapdragon-600-SoC.90004.0.html	Krait-300	Snapdragon	2.0				1700		4	4	28	ARM	False	Adreno 320	1.55																																					1988				1089	2721	637	1900	11659
laptop	1678	AMD A4-4300M	77222	https://www.notebookcheck.net/AMD-A-Series-A4-4300M-Notebook-Processor.77222.0.html	Trinity	AMD A-Series	1.0		35		2500	3000	2		32	x86	True	Radeon HD 7420G	14.6	1996.5	3144	60	93													1684	36	7.08		0.64	0.12	0.07					33.91	2066	50.4	1619											3184	1512	2115	
laptop	1679	Intel Core 2 Duo T7500	24823	https://www.notebookcheck.net/Intel-Core-2-Duo-T7500-Notebook-Processor.24823.0.html	Merom	Core 2 Duo	4.0		35		2200		2	2	65	x86	True		7.55	2307.5	4272.5															1906											22.98	1344	37.5															
laptop	1680	AMD FX-7500	117332	https://www.notebookcheck.net/AMD-Kaveri-FX-7500-Notebook-Processor.117332.0.html	Kaveri	Kaveri	4.0		19		2100	3300	4	4	28	x86	True	Radeon R7 (Kaveri)	51.729	2060	5482	55	153													2770.5	68.5	13.9		1.1	0.23	0.15					26.28	1518	23.32	751						8302				176.9	4730	1769	4116	
laptop	1681	Intel Celeron N3350	182738	https://www.notebookcheck.net/Intel-Celeron-N3350-Notebook-Processor.182738.0.html	Apollo Lake	Celeron	2.0		6		1100	2400	2	2	14	x86	True	HD Graphics 500	28.657	1490	2654	46	85	103.5	170.5	252	328			1495	2619.5	320	605.5			1654.5	32.5	6.2	0.64	0.65	0.11	0.08	6276		1723.5	2979.5	27.5	1538	45.5	1258	52.15					9492.5			26.27	299.15		1327.5	2467.5	
laptop	1682	Intel Celeron 2957U	104913	https://www.notebookcheck.net/Intel-Celeron-2957U-Notebook-Processor.104913.0.html	Haswell	Celeron	0.5	2.0	15		1400		2	2	22	x86	True	HD Graphics (Haswell)	15.3	2077	4043	55	105														41.27	7.57		0.13	0.09	0.06					26.64	1303	53.5	1686											2819	1283	2208	
laptop	1683	Intel Core Duo U2500			Yonah	Core Duo	2.0		9		1200		2	2	65	x86	False																																															
